userId,userSessionId,teamLevel,platformType,count_gameclicks,gameclicks_category,count_hits,hits_percent,hits_percent_category,count_buyId,avg_price,total_buy
371,12338,4,android,72,LOW,8,11,MEDIUM,1,5,5
1027,12339,4,iphone,63,LOW,10,16,MEDIUM,0,0,0
174,12340,4,android,62,LOW,2,3,LOW,0,0,0
1091,12341,4,mac,77,LOW,7,9,LOW,1,3,3
430,12342,4,android,67,LOW,11,16,MEDIUM,0,0,0
1629,12343,4,iphone,118,MEDIUM,9,8,LOW,0,0,0
1924,12344,4,iphone,97,LOW,11,11,MEDIUM,0,0,0
2222,12345,4,iphone,129,MEDIUM,15,12,MEDIUM,2,6.5,13
1260,12346,4,iphone,126,MEDIUM,23,18,MEDIUM,1,10,10
222,12347,4,iphone,115,MEDIUM,16,14,MEDIUM,0,0,0
303,12348,4,android,108,MEDIUM,18,17,MEDIUM,0,0,0
390,12349,4,linux,114,MEDIUM,15,13,MEDIUM,0,0,0
1155,12350,4,iphone,113,MEDIUM,14,12,MEDIUM,0,0,0
1623,12351,4,iphone,82,LOW,6,7,LOW,2,15,30
1362,12352,4,iphone,103,MEDIUM,11,11,MEDIUM,0,0,0
1072,12353,4,iphone,99,LOW,12,12,MEDIUM,0,0,0
1513,12354,4,mac,81,LOW,13,16,MEDIUM,0,0,0
1555,12355,4,iphone,118,MEDIUM,16,14,MEDIUM,0,0,0
2208,12356,4,android,83,LOW,8,10,MEDIUM,2,11.5,23
860,12357,4,iphone,82,LOW,7,9,LOW,0,0,0
271,12358,4,android,107,MEDIUM,8,7,LOW,1,2,2
39,12359,4,android,112,MEDIUM,16,14,MEDIUM,0,0,0
1658,12360,4,iphone,56,LOW,6,11,MEDIUM,2,15,30
849,12361,4,iphone,67,LOW,11,16,MEDIUM,0,0,0
121,12362,4,android,71,LOW,6,8,LOW,1,3,3
1034,12363,4,iphone,63,LOW,8,13,MEDIUM,0,0,0
970,12364,4,iphone,47,LOW,1,2,LOW,0,0,0
1874,12365,4,mac,73,LOW,5,7,LOW,1,2,2
128,12366,4,iphone,26,LOW,0,0,ZERO,0,0,0
374,12367,4,android,63,LOW,13,21,HIGH,1,1,1
217,12368,4,mac,64,LOW,6,9,LOW,0,0,0
1205,12369,4,android,67,LOW,4,6,LOW,1,2,2
1958,12370,4,android,57,LOW,6,11,MEDIUM,2,3,6
283,12371,4,windows,56,LOW,2,4,LOW,0,0,0
538,12372,4,android,57,LOW,1,2,LOW,0,0,0
1275,12373,4,iphone,64,LOW,8,13,MEDIUM,0,0,0
1076,12374,4,iphone,75,LOW,6,8,LOW,0,0,0
934,12375,4,windows,61,LOW,11,18,MEDIUM,2,6,12
1064,12376,4,windows,58,LOW,8,14,MEDIUM,1,1,1
1979,12377,4,iphone,53,LOW,5,9,LOW,0,0,0
1685,12378,4,iphone,62,LOW,12,19,MEDIUM,0,0,0
453,12379,4,android,139,MEDIUM,15,11,MEDIUM,0,0,0
1145,12380,4,windows,144,MEDIUM,19,13,MEDIUM,0,0,0
355,12381,4,iphone,143,MEDIUM,13,9,LOW,0,0,0
1560,12382,4,android,148,MEDIUM,10,7,LOW,0,0,0
1215,12383,4,android,163,MEDIUM,19,12,MEDIUM,0,0,0
2099,12384,4,windows,136,MEDIUM,19,14,MEDIUM,0,0,0
1801,12385,4,android,144,MEDIUM,14,10,MEDIUM,2,2.5,5
1589,12386,4,iphone,34,LOW,1,3,LOW,0,0,0
342,12387,4,android,44,LOW,2,5,LOW,0,0,0
852,12388,4,android,40,LOW,8,20,MEDIUM,0,0,0
30,12389,4,iphone,41,LOW,3,7,LOW,0,0,0
155,12390,4,android,46,LOW,2,4,LOW,0,0,0
1349,12391,4,iphone,35,LOW,3,9,LOW,0,0,0
76,12392,4,windows,42,LOW,6,14,MEDIUM,1,5,5
2149,12393,4,android,36,LOW,2,6,LOW,0,0,0
415,12394,4,iphone,44,LOW,4,9,LOW,0,0,0
204,12395,4,windows,40,LOW,6,15,MEDIUM,0,0,0
60,12396,4,iphone,36,LOW,1,3,LOW,0,0,0
844,12397,4,iphone,42,LOW,7,17,MEDIUM,0,0,0
208,12398,4,iphone,51,LOW,7,14,MEDIUM,0,0,0
157,12399,4,iphone,48,LOW,6,13,MEDIUM,0,0,0
534,12400,4,android,52,LOW,6,12,MEDIUM,0,0,0
90,12401,4,android,43,LOW,6,14,MEDIUM,1,3,3
737,12402,4,windows,39,LOW,7,18,MEDIUM,0,0,0
2348,12403,4,android,51,LOW,8,16,MEDIUM,0,0,0
1717,12404,4,iphone,49,LOW,2,4,LOW,1,5,5
1453,12405,4,iphone,44,LOW,7,16,MEDIUM,0,0,0
1782,12406,4,android,44,LOW,5,11,MEDIUM,2,3,6
1022,12407,4,windows,29,LOW,3,10,MEDIUM,2,1.5,3
233,12408,4,android,45,LOW,7,16,MEDIUM,1,2,2
379,12409,4,mac,42,LOW,4,10,MEDIUM,0,0,0
75,12410,4,iphone,51,LOW,5,10,MEDIUM,0,0,0
2,12411,4,iphone,39,LOW,3,8,LOW,0,0,0
1807,12412,4,iphone,179,MEDIUM,25,14,MEDIUM,0,0,0
1038,12413,4,android,170,MEDIUM,21,12,MEDIUM,0,0,0
791,12414,4,iphone,188,MEDIUM,18,10,MEDIUM,0,0,0
643,12415,4,android,196,MEDIUM,19,10,MEDIUM,1,10,10
2216,12416,4,iphone,188,MEDIUM,22,12,MEDIUM,1,20,20
820,12417,4,android,85,LOW,10,12,MEDIUM,0,0,0
221,12418,4,iphone,71,LOW,6,8,LOW,3,16.67,50.01
1065,12419,4,iphone,80,LOW,7,9,LOW,1,20,20
611,12420,4,iphone,85,LOW,9,11,MEDIUM,0,0,0
1834,12421,4,android,75,LOW,5,7,LOW,0,0,0
1892,12422,4,linux,80,LOW,7,9,LOW,1,1,1
471,12423,4,iphone,84,LOW,9,11,MEDIUM,2,20,40
175,12424,4,windows,61,LOW,5,8,LOW,0,0,0
1329,12425,4,android,84,LOW,13,15,MEDIUM,1,2,2
856,12426,4,iphone,67,LOW,7,10,MEDIUM,0,0,0
382,12427,4,iphone,78,LOW,6,8,LOW,0,0,0
2384,12428,4,windows,88,LOW,15,17,MEDIUM,1,1,1
1071,12429,4,iphone,82,LOW,5,6,LOW,0,0,0
242,12430,4,iphone,75,LOW,12,16,MEDIUM,0,0,0
1935,12431,4,windows,82,LOW,5,6,LOW,1,2,2
1465,12432,4,android,233,MEDIUM,27,12,MEDIUM,0,0,0
2194,12433,4,iphone,249,MEDIUM,31,12,MEDIUM,0,0,0
662,12434,4,iphone,270,MEDIUM,24,9,LOW,0,0,0
1139,12435,4,android,277,MEDIUM,20,7,LOW,0,0,0
2336,12436,4,windows,359,MEDIUM,37,10,MEDIUM,0,0,0
1815,12437,4,iphone,358,MEDIUM,52,15,MEDIUM,2,15,30
1183,12438,4,linux,317,MEDIUM,27,9,LOW,0,0,0
2229,12439,4,iphone,78,LOW,13,17,MEDIUM,2,7.5,15
2199,12440,4,android,68,LOW,7,10,MEDIUM,0,0,0
2243,12441,4,android,68,LOW,13,19,MEDIUM,1,3,3
807,12442,4,linux,70,LOW,6,9,LOW,0,0,0
279,12443,4,windows,73,LOW,6,8,LOW,1,1,1
868,12444,4,iphone,79,LOW,12,15,MEDIUM,1,20,20
699,12445,4,mac,77,LOW,7,9,LOW,0,0,0
1224,12446,4,iphone,69,LOW,8,12,MEDIUM,0,0,0
2146,12447,4,linux,60,LOW,9,15,MEDIUM,1,1,1
576,12448,4,android,58,LOW,4,7,LOW,0,0,0
400,12449,4,iphone,82,LOW,5,6,LOW,2,15,30
2127,12450,4,linux,75,LOW,11,15,MEDIUM,1,2,2
740,12451,4,iphone,68,LOW,5,7,LOW,0,0,0
1882,12452,4,android,68,LOW,13,19,MEDIUM,0,0,0
812,12453,4,android,91,LOW,13,14,MEDIUM,0,0,0
445,12454,4,android,77,LOW,12,16,MEDIUM,0,0,0
321,12455,4,windows,69,LOW,8,12,MEDIUM,0,0,0
127,12456,4,iphone,83,LOW,12,14,MEDIUM,2,20,40
2161,12457,4,android,84,LOW,9,11,MEDIUM,1,3,3
1351,12458,4,iphone,75,LOW,7,9,LOW,0,0,0
1731,12459,4,iphone,61,LOW,3,5,LOW,0,0,0
2178,12460,4,iphone,77,LOW,12,16,MEDIUM,0,0,0
962,12461,4,iphone,77,LOW,8,10,MEDIUM,0,0,0
108,12462,4,iphone,68,LOW,13,19,MEDIUM,0,0,0
1001,12463,4,android,80,LOW,14,18,MEDIUM,0,0,0
930,12464,4,windows,69,LOW,10,14,MEDIUM,0,0,0
1073,12465,4,android,169,MEDIUM,16,9,LOW,0,0,0
591,12466,4,windows,156,MEDIUM,15,10,MEDIUM,0,0,0
210,12467,4,android,153,MEDIUM,15,10,MEDIUM,1,5,5
2040,12468,4,android,166,MEDIUM,16,10,MEDIUM,0,0,0
1880,12469,4,windows,177,MEDIUM,14,8,LOW,0,0,0
1043,12470,4,iphone,214,MEDIUM,22,10,MEDIUM,0,0,0
1926,12471,4,android,130,MEDIUM,9,7,LOW,0,0,0
515,12472,4,iphone,8,LOW,1,13,MEDIUM,0,0,0
1591,12473,4,iphone,124,MEDIUM,19,15,MEDIUM,0,0,0
2283,12474,4,android,22,LOW,1,5,LOW,1,5,5
827,12475,4,iphone,110,MEDIUM,12,11,MEDIUM,0,0,0
2262,12476,4,android,139,MEDIUM,15,11,MEDIUM,0,0,0
935,12477,4,iphone,155,MEDIUM,22,14,MEDIUM,1,20,20
1099,12478,4,iphone,136,MEDIUM,19,14,MEDIUM,0,0,0
1890,12479,4,android,122,MEDIUM,9,7,LOW,0,0,0
1389,12480,4,windows,124,MEDIUM,14,11,MEDIUM,0,0,0
1485,12481,4,iphone,115,MEDIUM,17,15,MEDIUM,1,20,20
1318,12482,4,iphone,101,MEDIUM,13,13,MEDIUM,0,0,0
757,12483,4,android,85,LOW,13,15,MEDIUM,0,0,0
810,12484,4,android,108,MEDIUM,9,8,LOW,1,3,3
1278,12485,4,windows,109,MEDIUM,14,13,MEDIUM,0,0,0
2030,12486,4,windows,97,LOW,13,13,MEDIUM,1,1,1
1393,12487,4,linux,112,MEDIUM,11,10,MEDIUM,0,0,0
448,12488,4,android,101,MEDIUM,10,10,MEDIUM,0,0,0
1049,12489,4,windows,112,MEDIUM,13,12,MEDIUM,0,0,0
1863,12490,4,android,54,LOW,4,7,LOW,2,3,6
881,12491,4,iphone,50,LOW,12,24,HIGH,2,15,30
1173,12492,4,iphone,41,LOW,8,20,MEDIUM,0,0,0
2004,12493,4,iphone,45,LOW,5,11,MEDIUM,0,0,0
1059,12494,4,android,35,LOW,5,14,MEDIUM,2,2.5,5
1326,12495,4,iphone,48,LOW,3,6,LOW,0,0,0
2231,12496,4,iphone,55,LOW,5,9,LOW,0,0,0
181,12497,4,android,35,LOW,7,20,MEDIUM,0,0,0
2139,12498,4,android,53,LOW,4,8,LOW,1,5,5
1740,12499,4,windows,43,LOW,2,5,LOW,1,5,5
670,12500,4,iphone,50,LOW,6,12,MEDIUM,1,20,20
539,12501,4,windows,47,LOW,6,13,MEDIUM,0,0,0
1433,12502,4,android,39,LOW,6,15,MEDIUM,0,0,0
1538,12503,4,iphone,50,LOW,11,22,HIGH,1,10,10
1104,12504,4,iphone,50,LOW,8,16,MEDIUM,0,0,0
123,12505,4,android,51,LOW,5,10,MEDIUM,0,0,0
769,12506,4,android,56,LOW,4,7,LOW,0,0,0
1687,12507,4,android,55,LOW,8,15,MEDIUM,0,0,0
598,12508,4,iphone,49,LOW,7,14,MEDIUM,0,0,0
770,12509,4,iphone,117,MEDIUM,11,9,LOW,1,10,10
782,12510,4,iphone,86,LOW,9,10,MEDIUM,0,0,0
1042,12511,4,android,83,LOW,6,7,LOW,1,5,5
2379,12512,4,android,101,MEDIUM,10,10,MEDIUM,0,0,0
1026,12513,4,iphone,97,LOW,12,12,MEDIUM,0,0,0
178,12514,4,iphone,94,LOW,14,15,MEDIUM,0,0,0
1234,12515,4,android,83,LOW,9,11,MEDIUM,2,3,6
165,12516,4,iphone,96,LOW,9,9,LOW,2,12.5,25
1436,12517,4,android,110,MEDIUM,14,13,MEDIUM,1,3,3
1229,12518,4,android,93,LOW,7,8,LOW,0,0,0
243,12519,4,linux,88,LOW,8,9,LOW,0,0,0
1163,12520,4,android,109,MEDIUM,12,11,MEDIUM,0,0,0
1320,12521,4,iphone,137,MEDIUM,19,14,MEDIUM,1,20,20
2221,12522,4,iphone,156,MEDIUM,17,11,MEDIUM,1,20,20
306,12523,4,windows,146,MEDIUM,22,15,MEDIUM,0,0,0
2285,12524,4,iphone,128,MEDIUM,6,5,LOW,2,15,30
2389,12525,4,android,149,MEDIUM,16,11,MEDIUM,0,0,0
2297,12526,4,android,140,MEDIUM,15,11,MEDIUM,0,0,0
446,12527,4,linux,173,MEDIUM,14,8,LOW,0,0,0
2355,12528,4,iphone,126,MEDIUM,13,10,MEDIUM,0,0,0
867,12529,4,iphone,107,MEDIUM,8,7,LOW,2,15,30
1381,12530,4,android,123,MEDIUM,14,11,MEDIUM,0,0,0
801,12531,4,iphone,123,MEDIUM,23,19,MEDIUM,2,15,30
2133,12532,4,android,130,MEDIUM,20,15,MEDIUM,0,0,0
2029,12533,4,iphone,137,MEDIUM,22,16,MEDIUM,0,0,0
931,12534,4,windows,140,MEDIUM,10,7,LOW,0,0,0
2251,12535,4,iphone,124,MEDIUM,11,9,LOW,0,0,0
744,12536,4,windows,116,MEDIUM,9,8,LOW,0,0,0
600,12537,4,iphone,126,MEDIUM,15,12,MEDIUM,0,0,0
511,12538,4,iphone,140,MEDIUM,16,11,MEDIUM,1,20,20
1471,12539,4,iphone,116,MEDIUM,15,13,MEDIUM,2,15,30
1085,12540,4,windows,135,MEDIUM,15,11,MEDIUM,2,1.5,3
1645,12541,4,mac,136,MEDIUM,14,10,MEDIUM,0,0,0
841,12542,4,iphone,147,MEDIUM,9,6,LOW,0,0,0
1510,12543,4,iphone,109,MEDIUM,14,13,MEDIUM,0,0,0
1227,12544,4,android,120,MEDIUM,14,12,MEDIUM,0,0,0
585,12545,4,iphone,108,MEDIUM,16,15,MEDIUM,0,0,0
83,12546,4,android,103,MEDIUM,13,13,MEDIUM,2,4,8
462,12547,4,android,118,MEDIUM,11,9,LOW,1,3,3
1669,12548,4,iphone,108,MEDIUM,13,12,MEDIUM,0,0,0
212,12549,4,android,120,MEDIUM,17,14,MEDIUM,2,2,4
1844,12550,4,android,117,MEDIUM,13,11,MEDIUM,0,0,0
920,12551,4,android,112,MEDIUM,15,13,MEDIUM,0,0,0
590,12552,4,iphone,130,MEDIUM,12,9,LOW,0,0,0
708,12553,4,iphone,49,LOW,5,10,MEDIUM,0,0,0
1588,12554,4,android,50,LOW,3,6,LOW,1,3,3
1631,12555,4,windows,62,LOW,8,13,MEDIUM,0,0,0
28,12556,4,iphone,55,LOW,3,5,LOW,0,0,0
1567,12557,4,android,49,LOW,7,14,MEDIUM,2,3,6
1997,12558,4,android,58,LOW,4,7,LOW,1,2,2
1029,12559,4,iphone,57,LOW,5,9,LOW,0,0,0
504,12560,4,iphone,60,LOW,10,17,MEDIUM,2,7.5,15
101,12561,4,mac,50,LOW,3,6,LOW,0,0,0
1367,12562,4,windows,58,LOW,7,12,MEDIUM,1,1,1
1157,12563,4,android,57,LOW,9,16,MEDIUM,2,3,6
68,12564,4,android,47,LOW,7,15,MEDIUM,1,1,1
1544,12565,4,iphone,64,LOW,8,13,MEDIUM,0,0,0
1720,12566,4,iphone,63,LOW,5,8,LOW,0,0,0
564,12567,4,linux,52,LOW,2,4,LOW,1,1,1
846,12568,4,iphone,54,LOW,14,26,HIGH,0,0,0
2009,12569,4,iphone,41,LOW,6,15,MEDIUM,0,0,0
2084,12570,4,iphone,52,LOW,8,15,MEDIUM,0,0,0
1017,12571,4,iphone,71,LOW,7,10,MEDIUM,0,0,0
1559,12572,4,android,102,MEDIUM,12,12,MEDIUM,0,0,0
1315,12573,4,windows,82,LOW,10,12,MEDIUM,2,1.5,3
2028,12574,4,iphone,104,MEDIUM,15,14,MEDIUM,0,0,0
12,12575,4,iphone,98,LOW,8,8,LOW,1,20,20
736,12576,4,android,94,LOW,13,14,MEDIUM,1,1,1
669,12577,4,android,94,LOW,7,7,LOW,0,0,0
473,12578,4,iphone,96,LOW,7,7,LOW,2,15,30
1360,12579,4,iphone,83,LOW,7,8,LOW,2,7.5,15
441,12580,4,iphone,109,MEDIUM,12,11,MEDIUM,0,0,0
1721,12581,4,windows,91,LOW,8,9,LOW,2,1,2
910,12582,4,windows,91,LOW,10,11,MEDIUM,0,0,0
426,12583,4,android,97,LOW,12,12,MEDIUM,1,3,3
1664,12584,4,windows,155,MEDIUM,16,10,MEDIUM,0,0,0
1162,12585,4,windows,145,MEDIUM,27,19,MEDIUM,1,5,5
639,12586,4,mac,153,MEDIUM,13,8,LOW,0,0,0
109,12587,4,iphone,151,MEDIUM,15,10,MEDIUM,0,0,0
1164,12588,4,iphone,138,MEDIUM,17,12,MEDIUM,0,0,0
982,12589,4,iphone,173,MEDIUM,21,12,MEDIUM,0,0,0
1516,12590,4,windows,137,MEDIUM,15,11,MEDIUM,0,0,0
859,12591,4,android,135,MEDIUM,12,9,LOW,0,0,0
1610,12592,4,iphone,141,MEDIUM,21,15,MEDIUM,0,0,0
1665,12593,4,linux,144,MEDIUM,16,11,MEDIUM,0,0,0
1675,12594,4,iphone,139,MEDIUM,11,8,LOW,0,0,0
2219,12595,4,iphone,136,MEDIUM,9,7,LOW,0,0,0
1682,12596,4,iphone,129,MEDIUM,16,12,MEDIUM,0,0,0
292,12597,4,windows,162,MEDIUM,28,17,MEDIUM,0,0,0
899,12598,4,windows,142,MEDIUM,22,15,MEDIUM,0,0,0
1613,12599,4,iphone,140,MEDIUM,16,11,MEDIUM,0,0,0
1697,12600,4,iphone,140,MEDIUM,20,14,MEDIUM,1,20,20
1093,12601,4,android,148,MEDIUM,18,12,MEDIUM,1,3,3
113,12602,4,windows,146,MEDIUM,17,12,MEDIUM,2,1,2
1370,12603,4,iphone,96,LOW,10,10,MEDIUM,1,2,2
489,12604,4,iphone,136,MEDIUM,15,11,MEDIUM,0,0,0
422,12605,4,android,108,MEDIUM,5,5,LOW,0,0,0
1856,12606,4,linux,119,MEDIUM,15,13,MEDIUM,2,1,2
1264,12607,4,linux,104,MEDIUM,18,17,MEDIUM,1,1,1
2354,12608,4,iphone,113,MEDIUM,10,9,LOW,0,0,0
93,12609,4,iphone,117,MEDIUM,13,11,MEDIUM,0,0,0
1307,12610,4,windows,107,MEDIUM,13,12,MEDIUM,0,0,0
455,12611,4,android,108,MEDIUM,12,11,MEDIUM,1,5,5
872,12612,4,iphone,119,MEDIUM,12,10,MEDIUM,0,0,0
1270,12613,4,iphone,116,MEDIUM,15,13,MEDIUM,1,20,20
62,12614,4,android,107,MEDIUM,9,8,LOW,2,3,6
478,12615,4,iphone,127,MEDIUM,14,11,MEDIUM,0,0,0
1688,12616,4,iphone,112,MEDIUM,17,15,MEDIUM,0,0,0
160,12617,4,iphone,89,LOW,7,8,LOW,0,0,0
2132,12618,4,iphone,112,MEDIUM,13,12,MEDIUM,2,20,40
367,12619,4,windows,116,MEDIUM,8,7,LOW,0,0,0
199,12620,4,iphone,121,MEDIUM,16,13,MEDIUM,0,0,0
1081,12621,4,iphone,103,MEDIUM,10,10,MEDIUM,0,0,0
25,12622,4,mac,64,LOW,9,14,MEDIUM,0,0,0
1525,12623,4,iphone,80,LOW,14,18,MEDIUM,0,0,0
1790,12624,4,android,74,LOW,10,14,MEDIUM,0,0,0
1473,12625,4,iphone,81,LOW,13,16,MEDIUM,0,0,0
1429,12626,4,iphone,74,LOW,6,8,LOW,0,0,0
787,12627,4,android,73,LOW,5,7,LOW,0,0,0
223,12628,4,android,83,LOW,10,12,MEDIUM,0,0,0
253,12629,4,android,101,MEDIUM,13,13,MEDIUM,2,2,4
65,12630,4,android,66,LOW,10,15,MEDIUM,1,1,1
908,12631,4,mac,78,LOW,5,6,LOW,0,0,0
1771,12632,4,iphone,72,LOW,8,11,MEDIUM,1,10,10
358,12633,4,android,80,LOW,10,13,MEDIUM,3,2.67,8.01
487,12634,4,iphone,110,MEDIUM,7,6,LOW,0,0,0
1191,12635,4,iphone,96,LOW,11,11,MEDIUM,0,0,0
343,12636,4,windows,105,MEDIUM,13,12,MEDIUM,0,0,0
751,12637,4,android,93,LOW,7,8,LOW,1,3,3
706,12638,4,iphone,92,LOW,13,14,MEDIUM,0,0,0
1304,12639,4,mac,116,MEDIUM,17,15,MEDIUM,0,0,0
710,12640,4,android,100,MEDIUM,9,9,LOW,0,0,0
595,12641,4,iphone,119,MEDIUM,9,8,LOW,0,0,0
1457,12642,4,windows,127,MEDIUM,13,10,MEDIUM,2,1,2
2248,12643,4,linux,103,MEDIUM,9,9,LOW,3,1.33,3.99
1769,12644,4,iphone,340,MEDIUM,43,13,MEDIUM,1,10,10
1821,12645,4,windows,354,MEDIUM,39,11,MEDIUM,0,0,0
2048,12646,4,iphone,341,MEDIUM,29,9,LOW,0,0,0
344,12647,4,iphone,110,MEDIUM,11,10,MEDIUM,0,0,0
1928,12648,4,android,123,MEDIUM,18,15,MEDIUM,0,0,0
2053,12649,4,android,107,MEDIUM,13,12,MEDIUM,0,0,0
1214,12650,4,linux,112,MEDIUM,10,9,LOW,2,1,2
2051,12651,4,iphone,101,MEDIUM,19,19,MEDIUM,0,0,0
1628,12652,4,android,92,LOW,8,9,LOW,0,0,0
2157,12653,4,android,107,MEDIUM,9,8,LOW,0,0,0
1668,12654,4,android,97,LOW,11,11,MEDIUM,0,0,0
365,12655,4,android,103,MEDIUM,10,10,MEDIUM,0,0,0
1035,12656,4,android,115,MEDIUM,19,17,MEDIUM,0,0,0
1404,12657,4,mac,112,MEDIUM,14,13,MEDIUM,2,6,12
2382,12658,4,android,121,MEDIUM,11,9,LOW,0,0,0
1430,12659,4,iphone,101,MEDIUM,11,11,MEDIUM,0,0,0
2218,12660,4,android,108,MEDIUM,7,6,LOW,3,2.33,6.99
244,12661,4,android,136,MEDIUM,16,12,MEDIUM,2,2,4
1576,12662,4,android,117,MEDIUM,13,11,MEDIUM,0,0,0
1412,12663,4,android,107,MEDIUM,11,10,MEDIUM,0,0,0
1900,12664,4,windows,100,MEDIUM,14,14,MEDIUM,0,0,0
309,12665,4,windows,107,MEDIUM,15,14,MEDIUM,0,0,0
1387,12666,4,android,100,MEDIUM,11,11,MEDIUM,0,0,0
1742,12667,4,android,86,LOW,10,12,MEDIUM,0,0,0
2359,12668,4,iphone,114,MEDIUM,14,12,MEDIUM,1,10,10
1501,12669,4,android,102,MEDIUM,14,14,MEDIUM,0,0,0
81,12670,4,android,116,MEDIUM,8,7,LOW,0,0,0
864,12671,4,android,110,MEDIUM,17,15,MEDIUM,2,2,4
84,12672,4,android,113,MEDIUM,18,16,MEDIUM,2,3.5,7
2203,12673,4,android,109,MEDIUM,15,14,MEDIUM,0,0,0
1368,12674,4,iphone,103,MEDIUM,10,10,MEDIUM,0,0,0
845,12675,4,android,123,MEDIUM,12,10,MEDIUM,0,0,0
1057,12676,4,linux,108,MEDIUM,17,16,MEDIUM,0,0,0
456,12677,4,android,101,MEDIUM,12,12,MEDIUM,0,0,0
1243,12678,4,windows,102,MEDIUM,12,12,MEDIUM,0,0,0
1028,12679,4,linux,114,MEDIUM,8,7,LOW,0,0,0
2318,12680,4,android,119,MEDIUM,11,9,LOW,0,0,0
1732,12681,4,iphone,122,MEDIUM,21,17,MEDIUM,1,2,2
2333,12682,4,android,379,MEDIUM,37,10,MEDIUM,0,0,0
1972,12683,4,mac,374,MEDIUM,36,10,MEDIUM,2,6,12
1639,12684,4,iphone,397,MEDIUM,48,12,MEDIUM,1,10,10
2177,12685,4,iphone,130,MEDIUM,12,9,LOW,0,0,0
1142,12686,4,iphone,156,MEDIUM,22,14,MEDIUM,0,0,0
1282,12687,4,android,150,MEDIUM,17,11,MEDIUM,0,0,0
417,12688,4,android,122,MEDIUM,19,16,MEDIUM,1,5,5
2078,12689,4,windows,127,MEDIUM,18,14,MEDIUM,0,0,0
2230,12690,4,android,110,MEDIUM,13,12,MEDIUM,1,3,3
1966,12691,4,iphone,162,MEDIUM,15,9,LOW,0,0,0
1535,12692,4,iphone,182,MEDIUM,23,13,MEDIUM,0,0,0
239,12693,4,iphone,157,MEDIUM,13,8,LOW,2,5,10
1206,12694,4,android,207,MEDIUM,17,8,LOW,0,0,0
352,12695,4,iphone,167,MEDIUM,20,12,MEDIUM,1,20,20
896,12696,4,windows,178,MEDIUM,17,10,MEDIUM,0,0,0
741,12697,4,android,176,MEDIUM,16,9,LOW,2,2,4
819,12698,4,iphone,85,LOW,9,11,MEDIUM,0,0,0
1756,12699,4,android,73,LOW,9,12,MEDIUM,1,3,3
2120,12700,4,iphone,74,LOW,9,12,MEDIUM,0,0,0
1640,12701,4,iphone,71,LOW,10,14,MEDIUM,0,0,0
209,12702,4,mac,95,LOW,13,14,MEDIUM,0,0,0
649,12703,4,linux,83,LOW,5,6,LOW,2,1,2
630,12704,4,iphone,73,LOW,11,15,MEDIUM,0,0,0
437,12705,4,iphone,77,LOW,9,12,MEDIUM,0,0,0
412,12706,4,iphone,84,LOW,7,8,LOW,0,0,0
1256,12707,4,iphone,79,LOW,8,10,MEDIUM,0,0,0
1522,12708,4,android,82,LOW,11,13,MEDIUM,1,3,3
1609,12709,4,windows,71,LOW,8,11,MEDIUM,0,0,0
9,12710,4,iphone,91,LOW,11,12,MEDIUM,1,10,10
2368,12711,4,iphone,100,MEDIUM,11,11,MEDIUM,1,10,10
2263,12712,4,iphone,84,LOW,11,13,MEDIUM,0,0,0
1,12713,4,android,88,LOW,14,16,MEDIUM,2,2,4
2197,12714,4,iphone,87,LOW,6,7,LOW,0,0,0
184,12715,4,iphone,96,LOW,7,7,LOW,0,0,0
2212,12716,4,android,107,MEDIUM,11,10,MEDIUM,1,3,3
2032,12717,4,windows,84,LOW,8,10,MEDIUM,2,1,2
97,12718,4,android,105,MEDIUM,16,15,MEDIUM,1,2,2
1804,12719,4,iphone,105,MEDIUM,16,15,MEDIUM,2,5,10
277,12720,4,iphone,80,LOW,10,13,MEDIUM,0,0,0
1744,12721,4,linux,76,LOW,9,12,MEDIUM,0,0,0
1793,12722,4,android,129,MEDIUM,9,7,LOW,1,3,3
2306,12723,4,android,146,MEDIUM,10,7,LOW,1,5,5
2252,12724,4,iphone,140,MEDIUM,11,8,LOW,0,0,0
2092,12725,4,iphone,135,MEDIUM,8,6,LOW,1,5,5
1199,12726,4,iphone,126,MEDIUM,10,8,LOW,0,0,0
1684,12727,4,iphone,129,MEDIUM,15,12,MEDIUM,0,0,0
1630,12728,4,iphone,129,MEDIUM,12,9,LOW,0,0,0
947,12729,4,windows,143,MEDIUM,18,13,MEDIUM,0,0,0
1498,12730,4,linux,148,MEDIUM,17,11,MEDIUM,0,0,0
34,12753,4,iphone,149,MEDIUM,12,8,LOW,2,10,20
1634,12754,1,iphone,620,HIGH,64,10,MEDIUM,1,2,2
2128,12791,1,android,793,HIGH,64,8,LOW,1,3,3
723,12811,4,iphone,163,MEDIUM,21,13,MEDIUM,0,0,0
2267,12812,3,linux,195,MEDIUM,18,9,LOW,0,0,0
911,12813,1,android,554,HIGH,64,12,MEDIUM,0,0,0
399,12840,2,android,792,HIGH,76,10,MEDIUM,1,3,3
1201,12853,4,iphone,95,LOW,10,11,MEDIUM,1,20,20
544,12877,4,iphone,252,MEDIUM,19,8,LOW,0,0,0
1989,12878,4,iphone,91,LOW,13,14,MEDIUM,2,11,22
784,12901,1,android,604,HIGH,64,11,MEDIUM,0,0,0
754,12917,4,android,394,MEDIUM,39,10,MEDIUM,0,0,0
1615,12918,4,android,392,MEDIUM,27,7,LOW,1,5,5
