userId,userSessionId,teamLevel,platformType,count_gameclicks,gameclicks_category,count_hits,hits_percent,hits_percent_category,count_buyId,avg_price,total_buy,buy_category
2214,12336,4,windows,61,Low,9,15,Medium,0,0.00,0.00,NonSpenders
2279,12337,4,iphone,68,Low,8,12,Medium,0,0.00,0.00,NonSpenders
371,12338,4,android,72,Low,8,11,Medium,1,5.00,5.00,ThriftySpenders
1027,12339,4,iphone,63,Low,10,16,Medium,0,0.00,0.00,NonSpenders
174,12340,4,android,62,Low,2,3,Low,0,0.00,0.00,NonSpenders
1091,12341,4,mac,77,Low,7,9,Low,1,3.00,3.00,ThriftySpenders
430,12342,4,android,67,Low,11,16,Medium,0,0.00,0.00,NonSpenders
1629,12343,4,iphone,118,Medium,9,8,Low,0,0.00,0.00,NonSpenders
1924,12344,4,iphone,97,Low,11,11,Medium,0,0.00,0.00,NonSpenders
2222,12345,4,iphone,129,Medium,15,12,Medium,2,6.50,13.00,ThriftySpenders
1260,12346,4,iphone,126,Medium,23,18,Medium,1,10.00,10.00,ThriftySpenders
222,12347,4,iphone,115,Medium,16,14,Medium,0,0.00,0.00,NonSpenders
303,12348,4,android,108,Medium,18,17,Medium,0,0.00,0.00,NonSpenders
390,12349,4,linux,114,Medium,15,13,Medium,0,0.00,0.00,NonSpenders
1155,12350,4,iphone,113,Medium,14,12,Medium,0,0.00,0.00,NonSpenders
1623,12351,4,iphone,82,Low,6,7,Low,2,15.00,30.00,AverageSpenders
1362,12352,4,iphone,103,Medium,11,11,Medium,0,0.00,0.00,NonSpenders
1072,12353,4,iphone,99,Low,12,12,Medium,0,0.00,0.00,NonSpenders
1513,12354,4,mac,81,Low,13,16,Medium,0,0.00,0.00,NonSpenders
1555,12355,4,iphone,118,Medium,16,14,Medium,0,0.00,0.00,NonSpenders
2208,12356,4,android,83,Low,8,10,Medium,2,11.50,23.00,AverageSpenders
860,12357,4,iphone,82,Low,7,9,Low,0,0.00,0.00,NonSpenders
271,12358,4,android,107,Medium,8,7,Low,1,2.00,2.00,ThriftySpenders
39,12359,4,android,112,Medium,16,14,Medium,0,0.00,0.00,NonSpenders
1658,12360,4,iphone,56,Low,6,11,Medium,2,15.00,30.00,AverageSpenders
849,12361,4,iphone,67,Low,11,16,Medium,0,0.00,0.00,NonSpenders
121,12362,4,android,71,Low,6,8,Low,1,3.00,3.00,ThriftySpenders
1034,12363,4,iphone,63,Low,8,13,Medium,0,0.00,0.00,NonSpenders
970,12364,4,iphone,47,Low,1,2,Low,0,0.00,0.00,NonSpenders
1874,12365,4,mac,73,Low,5,7,Low,1,2.00,2.00,ThriftySpenders
128,12366,4,iphone,26,Low,0,0,Zero,0,0.00,0.00,NonSpenders
374,12367,4,android,63,Low,13,21,High,1,1.00,1.00,ThriftySpenders
217,12368,4,mac,64,Low,6,9,Low,0,0.00,0.00,NonSpenders
1205,12369,4,android,67,Low,4,6,Low,1,2.00,2.00,ThriftySpenders
1958,12370,4,android,57,Low,6,11,Medium,2,3.00,6.00,ThriftySpenders
283,12371,4,windows,56,Low,2,4,Low,0,0.00,0.00,NonSpenders
538,12372,4,android,57,Low,1,2,Low,0,0.00,0.00,NonSpenders
1275,12373,4,iphone,64,Low,8,13,Medium,0,0.00,0.00,NonSpenders
1076,12374,4,iphone,75,Low,6,8,Low,0,0.00,0.00,NonSpenders
934,12375,4,windows,61,Low,11,18,Medium,2,6.00,12.00,ThriftySpenders
1064,12376,4,windows,58,Low,8,14,Medium,1,1.00,1.00,ThriftySpenders
1979,12377,4,iphone,53,Low,5,9,Low,0,0.00,0.00,NonSpenders
1685,12378,4,iphone,62,Low,12,19,Medium,0,0.00,0.00,NonSpenders
453,12379,4,android,139,Medium,15,11,Medium,0,0.00,0.00,NonSpenders
1145,12380,4,windows,144,Medium,19,13,Medium,0,0.00,0.00,NonSpenders
355,12381,4,iphone,143,Medium,13,9,Low,0,0.00,0.00,NonSpenders
1560,12382,4,android,148,Medium,10,7,Low,0,0.00,0.00,NonSpenders
1215,12383,4,android,163,Medium,19,12,Medium,0,0.00,0.00,NonSpenders
2099,12384,4,windows,136,Medium,19,14,Medium,0,0.00,0.00,NonSpenders
1801,12385,4,android,144,Medium,14,10,Medium,2,2.50,5.00,ThriftySpenders
1589,12386,4,iphone,34,Low,1,3,Low,0,0.00,0.00,NonSpenders
342,12387,4,android,44,Low,2,5,Low,0,0.00,0.00,NonSpenders
852,12388,4,android,40,Low,8,20,Medium,0,0.00,0.00,NonSpenders
30,12389,4,iphone,41,Low,3,7,Low,0,0.00,0.00,NonSpenders
155,12390,4,android,46,Low,2,4,Low,0,0.00,0.00,NonSpenders
1349,12391,4,iphone,35,Low,3,9,Low,0,0.00,0.00,NonSpenders
76,12392,4,windows,42,Low,6,14,Medium,1,5.00,5.00,ThriftySpenders
2149,12393,4,android,36,Low,2,6,Low,0,0.00,0.00,NonSpenders
415,12394,4,iphone,44,Low,4,9,Low,0,0.00,0.00,NonSpenders
204,12395,4,windows,40,Low,6,15,Medium,0,0.00,0.00,NonSpenders
60,12396,4,iphone,36,Low,1,3,Low,0,0.00,0.00,NonSpenders
844,12397,4,iphone,42,Low,7,17,Medium,0,0.00,0.00,NonSpenders
208,12398,4,iphone,51,Low,7,14,Medium,0,0.00,0.00,NonSpenders
157,12399,4,iphone,48,Low,6,13,Medium,0,0.00,0.00,NonSpenders
534,12400,4,android,52,Low,6,12,Medium,0,0.00,0.00,NonSpenders
90,12401,4,android,43,Low,6,14,Medium,1,3.00,3.00,ThriftySpenders
737,12402,4,windows,39,Low,7,18,Medium,0,0.00,0.00,NonSpenders
2348,12403,4,android,51,Low,8,16,Medium,0,0.00,0.00,NonSpenders
1717,12404,4,iphone,49,Low,2,4,Low,1,5.00,5.00,ThriftySpenders
1453,12405,4,iphone,44,Low,7,16,Medium,0,0.00,0.00,NonSpenders
1782,12406,4,android,44,Low,5,11,Medium,2,3.00,6.00,ThriftySpenders
1022,12407,4,windows,29,Low,3,10,Medium,2,1.50,3.00,ThriftySpenders
233,12408,4,android,45,Low,7,16,Medium,1,2.00,2.00,ThriftySpenders
379,12409,4,mac,42,Low,4,10,Medium,0,0.00,0.00,NonSpenders
75,12410,4,iphone,51,Low,5,10,Medium,0,0.00,0.00,NonSpenders
2,12411,4,iphone,39,Low,3,8,Low,0,0.00,0.00,NonSpenders
1807,12412,4,iphone,179,Medium,25,14,Medium,0,0.00,0.00,NonSpenders
1038,12413,4,android,170,Medium,21,12,Medium,0,0.00,0.00,NonSpenders
791,12414,4,iphone,188,Medium,18,10,Medium,0,0.00,0.00,NonSpenders
643,12415,4,android,196,Medium,19,10,Medium,1,10.00,10.00,ThriftySpenders
2216,12416,4,iphone,188,Medium,22,12,Medium,1,20.00,20.00,AverageSpenders
820,12417,4,android,85,Low,10,12,Medium,0,0.00,0.00,NonSpenders
221,12418,4,iphone,71,Low,6,8,Low,3,16.67,50.01,HighSpenders
1065,12419,4,iphone,80,Low,7,9,Low,1,20.00,20.00,AverageSpenders
611,12420,4,iphone,85,Low,9,11,Medium,0,0.00,0.00,NonSpenders
1834,12421,4,android,75,Low,5,7,Low,0,0.00,0.00,NonSpenders
1892,12422,4,linux,80,Low,7,9,Low,1,1.00,1.00,ThriftySpenders
471,12423,4,iphone,84,Low,9,11,Medium,2,20.00,40.00,HighSpenders
175,12424,4,windows,61,Low,5,8,Low,0,0.00,0.00,NonSpenders
1329,12425,4,android,84,Low,13,15,Medium,1,2.00,2.00,ThriftySpenders
856,12426,4,iphone,67,Low,7,10,Medium,0,0.00,0.00,NonSpenders
382,12427,4,iphone,78,Low,6,8,Low,0,0.00,0.00,NonSpenders
2384,12428,4,windows,88,Low,15,17,Medium,1,1.00,1.00,ThriftySpenders
1071,12429,4,iphone,82,Low,5,6,Low,0,0.00,0.00,NonSpenders
242,12430,4,iphone,75,Low,12,16,Medium,0,0.00,0.00,NonSpenders
1935,12431,4,windows,82,Low,5,6,Low,1,2.00,2.00,ThriftySpenders
1465,12432,4,android,233,Medium,27,12,Medium,0,0.00,0.00,NonSpenders
2194,12433,4,iphone,249,Medium,31,12,Medium,0,0.00,0.00,NonSpenders
662,12434,4,iphone,270,Medium,24,9,Low,0,0.00,0.00,NonSpenders
1139,12435,4,android,277,Medium,20,7,Low,0,0.00,0.00,NonSpenders
2336,12436,4,windows,359,Medium,37,10,Medium,0,0.00,0.00,NonSpenders
1815,12437,4,iphone,358,Medium,52,15,Medium,2,15.00,30.00,AverageSpenders
1183,12438,4,linux,317,Medium,27,9,Low,0,0.00,0.00,NonSpenders
2229,12439,4,iphone,78,Low,13,17,Medium,2,7.50,15.00,ThriftySpenders
2199,12440,4,android,68,Low,7,10,Medium,0,0.00,0.00,NonSpenders
2243,12441,4,android,68,Low,13,19,Medium,1,3.00,3.00,ThriftySpenders
807,12442,4,linux,70,Low,6,9,Low,0,0.00,0.00,NonSpenders
279,12443,4,windows,73,Low,6,8,Low,1,1.00,1.00,ThriftySpenders
868,12444,4,iphone,79,Low,12,15,Medium,1,20.00,20.00,AverageSpenders
699,12445,4,mac,77,Low,7,9,Low,0,0.00,0.00,NonSpenders
1224,12446,4,iphone,69,Low,8,12,Medium,0,0.00,0.00,NonSpenders
2146,12447,4,linux,60,Low,9,15,Medium,1,1.00,1.00,ThriftySpenders
576,12448,4,android,58,Low,4,7,Low,0,0.00,0.00,NonSpenders
400,12449,4,iphone,82,Low,5,6,Low,2,15.00,30.00,AverageSpenders
2127,12450,4,linux,75,Low,11,15,Medium,1,2.00,2.00,ThriftySpenders
740,12451,4,iphone,68,Low,5,7,Low,0,0.00,0.00,NonSpenders
1882,12452,4,android,68,Low,13,19,Medium,0,0.00,0.00,NonSpenders
812,12453,4,android,91,Low,13,14,Medium,0,0.00,0.00,NonSpenders
445,12454,4,android,77,Low,12,16,Medium,0,0.00,0.00,NonSpenders
321,12455,4,windows,69,Low,8,12,Medium,0,0.00,0.00,NonSpenders
127,12456,4,iphone,83,Low,12,14,Medium,2,20.00,40.00,HighSpenders
2161,12457,4,android,84,Low,9,11,Medium,1,3.00,3.00,ThriftySpenders
1351,12458,4,iphone,75,Low,7,9,Low,0,0.00,0.00,NonSpenders
1731,12459,4,iphone,61,Low,3,5,Low,0,0.00,0.00,NonSpenders
2178,12460,4,iphone,77,Low,12,16,Medium,0,0.00,0.00,NonSpenders
962,12461,4,iphone,77,Low,8,10,Medium,0,0.00,0.00,NonSpenders
108,12462,4,iphone,68,Low,13,19,Medium,0,0.00,0.00,NonSpenders
1001,12463,4,android,80,Low,14,18,Medium,0,0.00,0.00,NonSpenders
930,12464,4,windows,69,Low,10,14,Medium,0,0.00,0.00,NonSpenders
1073,12465,4,android,169,Medium,16,9,Low,0,0.00,0.00,NonSpenders
591,12466,4,windows,156,Medium,15,10,Medium,0,0.00,0.00,NonSpenders
210,12467,4,android,153,Medium,15,10,Medium,1,5.00,5.00,ThriftySpenders
2040,12468,4,android,166,Medium,16,10,Medium,0,0.00,0.00,NonSpenders
1880,12469,4,windows,177,Medium,14,8,Low,0,0.00,0.00,NonSpenders
1043,12470,4,iphone,214,Medium,22,10,Medium,0,0.00,0.00,NonSpenders
1926,12471,4,android,130,Medium,9,7,Low,0,0.00,0.00,NonSpenders
515,12472,4,iphone,8,Low,1,13,Medium,0,0.00,0.00,NonSpenders
1591,12473,4,iphone,124,Medium,19,15,Medium,0,0.00,0.00,NonSpenders
2283,12474,4,android,22,Low,1,5,Low,1,5.00,5.00,ThriftySpenders
827,12475,4,iphone,110,Medium,12,11,Medium,0,0.00,0.00,NonSpenders
2262,12476,4,android,139,Medium,15,11,Medium,0,0.00,0.00,NonSpenders
935,12477,4,iphone,155,Medium,22,14,Medium,1,20.00,20.00,AverageSpenders
1099,12478,4,iphone,136,Medium,19,14,Medium,0,0.00,0.00,NonSpenders
1890,12479,4,android,122,Medium,9,7,Low,0,0.00,0.00,NonSpenders
1389,12480,4,windows,124,Medium,14,11,Medium,0,0.00,0.00,NonSpenders
1485,12481,4,iphone,115,Medium,17,15,Medium,1,20.00,20.00,AverageSpenders
1318,12482,4,iphone,101,Medium,13,13,Medium,0,0.00,0.00,NonSpenders
757,12483,4,android,85,Low,13,15,Medium,0,0.00,0.00,NonSpenders
810,12484,4,android,108,Medium,9,8,Low,1,3.00,3.00,ThriftySpenders
1278,12485,4,windows,109,Medium,14,13,Medium,0,0.00,0.00,NonSpenders
2030,12486,4,windows,97,Low,13,13,Medium,1,1.00,1.00,ThriftySpenders
1393,12487,4,linux,112,Medium,11,10,Medium,0,0.00,0.00,NonSpenders
448,12488,4,android,101,Medium,10,10,Medium,0,0.00,0.00,NonSpenders
1049,12489,4,windows,112,Medium,13,12,Medium,0,0.00,0.00,NonSpenders
1863,12490,4,android,54,Low,4,7,Low,2,3.00,6.00,ThriftySpenders
881,12491,4,iphone,50,Low,12,24,High,2,15.00,30.00,AverageSpenders
1173,12492,4,iphone,41,Low,8,20,Medium,0,0.00,0.00,NonSpenders
2004,12493,4,iphone,45,Low,5,11,Medium,0,0.00,0.00,NonSpenders
1059,12494,4,android,35,Low,5,14,Medium,2,2.50,5.00,ThriftySpenders
1326,12495,4,iphone,48,Low,3,6,Low,0,0.00,0.00,NonSpenders
2231,12496,4,iphone,55,Low,5,9,Low,0,0.00,0.00,NonSpenders
181,12497,4,android,35,Low,7,20,Medium,0,0.00,0.00,NonSpenders
2139,12498,4,android,53,Low,4,8,Low,1,5.00,5.00,ThriftySpenders
1740,12499,4,windows,43,Low,2,5,Low,1,5.00,5.00,ThriftySpenders
670,12500,4,iphone,50,Low,6,12,Medium,1,20.00,20.00,AverageSpenders
539,12501,4,windows,47,Low,6,13,Medium,0,0.00,0.00,NonSpenders
1433,12502,4,android,39,Low,6,15,Medium,0,0.00,0.00,NonSpenders
1538,12503,4,iphone,50,Low,11,22,High,1,10.00,10.00,ThriftySpenders
1104,12504,4,iphone,50,Low,8,16,Medium,0,0.00,0.00,NonSpenders
123,12505,4,android,51,Low,5,10,Medium,0,0.00,0.00,NonSpenders
769,12506,4,android,56,Low,4,7,Low,0,0.00,0.00,NonSpenders
1687,12507,4,android,55,Low,8,15,Medium,0,0.00,0.00,NonSpenders
598,12508,4,iphone,49,Low,7,14,Medium,0,0.00,0.00,NonSpenders
770,12509,4,iphone,117,Medium,11,9,Low,1,10.00,10.00,ThriftySpenders
782,12510,4,iphone,86,Low,9,10,Medium,0,0.00,0.00,NonSpenders
1042,12511,4,android,83,Low,6,7,Low,1,5.00,5.00,ThriftySpenders
2379,12512,4,android,101,Medium,10,10,Medium,0,0.00,0.00,NonSpenders
1026,12513,4,iphone,97,Low,12,12,Medium,0,0.00,0.00,NonSpenders
178,12514,4,iphone,94,Low,14,15,Medium,0,0.00,0.00,NonSpenders
1234,12515,4,android,83,Low,9,11,Medium,2,3.00,6.00,ThriftySpenders
165,12516,4,iphone,96,Low,9,9,Low,2,12.50,25.00,AverageSpenders
1436,12517,4,android,110,Medium,14,13,Medium,1,3.00,3.00,ThriftySpenders
1229,12518,4,android,93,Low,7,8,Low,0,0.00,0.00,NonSpenders
243,12519,4,linux,88,Low,8,9,Low,0,0.00,0.00,NonSpenders
1163,12520,4,android,109,Medium,12,11,Medium,0,0.00,0.00,NonSpenders
1320,12521,4,iphone,137,Medium,19,14,Medium,1,20.00,20.00,AverageSpenders
2221,12522,4,iphone,156,Medium,17,11,Medium,1,20.00,20.00,AverageSpenders
306,12523,4,windows,146,Medium,22,15,Medium,0,0.00,0.00,NonSpenders
2285,12524,4,iphone,128,Medium,6,5,Low,2,15.00,30.00,AverageSpenders
2389,12525,4,android,149,Medium,16,11,Medium,0,0.00,0.00,NonSpenders
2297,12526,4,android,140,Medium,15,11,Medium,0,0.00,0.00,NonSpenders
446,12527,4,linux,173,Medium,14,8,Low,0,0.00,0.00,NonSpenders
2355,12528,4,iphone,126,Medium,13,10,Medium,0,0.00,0.00,NonSpenders
867,12529,4,iphone,107,Medium,8,7,Low,2,15.00,30.00,AverageSpenders
1381,12530,4,android,123,Medium,14,11,Medium,0,0.00,0.00,NonSpenders
801,12531,4,iphone,123,Medium,23,19,Medium,2,15.00,30.00,AverageSpenders
2133,12532,4,android,130,Medium,20,15,Medium,0,0.00,0.00,NonSpenders
2029,12533,4,iphone,137,Medium,22,16,Medium,0,0.00,0.00,NonSpenders
931,12534,4,windows,140,Medium,10,7,Low,0,0.00,0.00,NonSpenders
2251,12535,4,iphone,124,Medium,11,9,Low,0,0.00,0.00,NonSpenders
744,12536,4,windows,116,Medium,9,8,Low,0,0.00,0.00,NonSpenders
600,12537,4,iphone,126,Medium,15,12,Medium,0,0.00,0.00,NonSpenders
511,12538,4,iphone,140,Medium,16,11,Medium,1,20.00,20.00,AverageSpenders
1471,12539,4,iphone,116,Medium,15,13,Medium,2,15.00,30.00,AverageSpenders
1085,12540,4,windows,135,Medium,15,11,Medium,2,1.50,3.00,ThriftySpenders
1645,12541,4,mac,136,Medium,14,10,Medium,0,0.00,0.00,NonSpenders
841,12542,4,iphone,147,Medium,9,6,Low,0,0.00,0.00,NonSpenders
1510,12543,4,iphone,109,Medium,14,13,Medium,0,0.00,0.00,NonSpenders
1227,12544,4,android,120,Medium,14,12,Medium,0,0.00,0.00,NonSpenders
585,12545,4,iphone,108,Medium,16,15,Medium,0,0.00,0.00,NonSpenders
83,12546,4,android,103,Medium,13,13,Medium,2,4.00,8.00,ThriftySpenders
462,12547,4,android,118,Medium,11,9,Low,1,3.00,3.00,ThriftySpenders
1669,12548,4,iphone,108,Medium,13,12,Medium,0,0.00,0.00,NonSpenders
212,12549,4,android,120,Medium,17,14,Medium,2,2.00,4.00,ThriftySpenders
1844,12550,4,android,117,Medium,13,11,Medium,0,0.00,0.00,NonSpenders
920,12551,4,android,112,Medium,15,13,Medium,0,0.00,0.00,NonSpenders
590,12552,4,iphone,130,Medium,12,9,Low,0,0.00,0.00,NonSpenders
708,12553,4,iphone,49,Low,5,10,Medium,0,0.00,0.00,NonSpenders
1588,12554,4,android,50,Low,3,6,Low,1,3.00,3.00,ThriftySpenders
1631,12555,4,windows,62,Low,8,13,Medium,0,0.00,0.00,NonSpenders
28,12556,4,iphone,55,Low,3,5,Low,0,0.00,0.00,NonSpenders
1567,12557,4,android,49,Low,7,14,Medium,2,3.00,6.00,ThriftySpenders
1997,12558,4,android,58,Low,4,7,Low,1,2.00,2.00,ThriftySpenders
1029,12559,4,iphone,57,Low,5,9,Low,0,0.00,0.00,NonSpenders
504,12560,4,iphone,60,Low,10,17,Medium,2,7.50,15.00,ThriftySpenders
101,12561,4,mac,50,Low,3,6,Low,0,0.00,0.00,NonSpenders
1367,12562,4,windows,58,Low,7,12,Medium,1,1.00,1.00,ThriftySpenders
1157,12563,4,android,57,Low,9,16,Medium,2,3.00,6.00,ThriftySpenders
68,12564,4,android,47,Low,7,15,Medium,1,1.00,1.00,ThriftySpenders
1544,12565,4,iphone,64,Low,8,13,Medium,0,0.00,0.00,NonSpenders
1720,12566,4,iphone,63,Low,5,8,Low,0,0.00,0.00,NonSpenders
564,12567,4,linux,52,Low,2,4,Low,1,1.00,1.00,ThriftySpenders
846,12568,4,iphone,54,Low,14,26,High,0,0.00,0.00,NonSpenders
2009,12569,4,iphone,41,Low,6,15,Medium,0,0.00,0.00,NonSpenders
2084,12570,4,iphone,52,Low,8,15,Medium,0,0.00,0.00,NonSpenders
1017,12571,4,iphone,71,Low,7,10,Medium,0,0.00,0.00,NonSpenders
1559,12572,4,android,102,Medium,12,12,Medium,0,0.00,0.00,NonSpenders
1315,12573,4,windows,82,Low,10,12,Medium,2,1.50,3.00,ThriftySpenders
2028,12574,4,iphone,104,Medium,15,14,Medium,0,0.00,0.00,NonSpenders
12,12575,4,iphone,98,Low,8,8,Low,1,20.00,20.00,AverageSpenders
736,12576,4,android,94,Low,13,14,Medium,1,1.00,1.00,ThriftySpenders
669,12577,4,android,94,Low,7,7,Low,0,0.00,0.00,NonSpenders
473,12578,4,iphone,96,Low,7,7,Low,2,15.00,30.00,AverageSpenders
1360,12579,4,iphone,83,Low,7,8,Low,2,7.50,15.00,ThriftySpenders
441,12580,4,iphone,109,Medium,12,11,Medium,0,0.00,0.00,NonSpenders
1721,12581,4,windows,91,Low,8,9,Low,2,1.00,2.00,ThriftySpenders
910,12582,4,windows,91,Low,10,11,Medium,0,0.00,0.00,NonSpenders
426,12583,4,android,97,Low,12,12,Medium,1,3.00,3.00,ThriftySpenders
1664,12584,4,windows,155,Medium,16,10,Medium,0,0.00,0.00,NonSpenders
1162,12585,4,windows,145,Medium,27,19,Medium,1,5.00,5.00,ThriftySpenders
639,12586,4,mac,153,Medium,13,8,Low,0,0.00,0.00,NonSpenders
109,12587,4,iphone,151,Medium,15,10,Medium,0,0.00,0.00,NonSpenders
1164,12588,4,iphone,138,Medium,17,12,Medium,0,0.00,0.00,NonSpenders
982,12589,4,iphone,173,Medium,21,12,Medium,0,0.00,0.00,NonSpenders
1516,12590,4,windows,137,Medium,15,11,Medium,0,0.00,0.00,NonSpenders
859,12591,4,android,135,Medium,12,9,Low,0,0.00,0.00,NonSpenders
1610,12592,4,iphone,141,Medium,21,15,Medium,0,0.00,0.00,NonSpenders
1665,12593,4,linux,144,Medium,16,11,Medium,0,0.00,0.00,NonSpenders
1675,12594,4,iphone,139,Medium,11,8,Low,0,0.00,0.00,NonSpenders
2219,12595,4,iphone,136,Medium,9,7,Low,0,0.00,0.00,NonSpenders
1682,12596,4,iphone,129,Medium,16,12,Medium,0,0.00,0.00,NonSpenders
292,12597,4,windows,162,Medium,28,17,Medium,0,0.00,0.00,NonSpenders
899,12598,4,windows,142,Medium,22,15,Medium,0,0.00,0.00,NonSpenders
1613,12599,4,iphone,140,Medium,16,11,Medium,0,0.00,0.00,NonSpenders
1697,12600,4,iphone,140,Medium,20,14,Medium,1,20.00,20.00,AverageSpenders
1093,12601,4,android,148,Medium,18,12,Medium,1,3.00,3.00,ThriftySpenders
113,12602,4,windows,146,Medium,17,12,Medium,2,1.00,2.00,ThriftySpenders
1370,12603,4,iphone,96,Low,10,10,Medium,1,2.00,2.00,ThriftySpenders
489,12604,4,iphone,136,Medium,15,11,Medium,0,0.00,0.00,NonSpenders
422,12605,4,android,108,Medium,5,5,Low,0,0.00,0.00,NonSpenders
1856,12606,4,linux,119,Medium,15,13,Medium,2,1.00,2.00,ThriftySpenders
1264,12607,4,linux,104,Medium,18,17,Medium,1,1.00,1.00,ThriftySpenders
2354,12608,4,iphone,113,Medium,10,9,Low,0,0.00,0.00,NonSpenders
93,12609,4,iphone,117,Medium,13,11,Medium,0,0.00,0.00,NonSpenders
1307,12610,4,windows,107,Medium,13,12,Medium,0,0.00,0.00,NonSpenders
455,12611,4,android,108,Medium,12,11,Medium,1,5.00,5.00,ThriftySpenders
872,12612,4,iphone,119,Medium,12,10,Medium,0,0.00,0.00,NonSpenders
1270,12613,4,iphone,116,Medium,15,13,Medium,1,20.00,20.00,AverageSpenders
62,12614,4,android,107,Medium,9,8,Low,2,3.00,6.00,ThriftySpenders
478,12615,4,iphone,127,Medium,14,11,Medium,0,0.00,0.00,NonSpenders
1688,12616,4,iphone,112,Medium,17,15,Medium,0,0.00,0.00,NonSpenders
160,12617,4,iphone,89,Low,7,8,Low,0,0.00,0.00,NonSpenders
2132,12618,4,iphone,112,Medium,13,12,Medium,2,20.00,40.00,HighSpenders
367,12619,4,windows,116,Medium,8,7,Low,0,0.00,0.00,NonSpenders
199,12620,4,iphone,121,Medium,16,13,Medium,0,0.00,0.00,NonSpenders
1081,12621,4,iphone,103,Medium,10,10,Medium,0,0.00,0.00,NonSpenders
25,12622,4,mac,64,Low,9,14,Medium,0,0.00,0.00,NonSpenders
1525,12623,4,iphone,80,Low,14,18,Medium,0,0.00,0.00,NonSpenders
1790,12624,4,android,74,Low,10,14,Medium,0,0.00,0.00,NonSpenders
1473,12625,4,iphone,81,Low,13,16,Medium,0,0.00,0.00,NonSpenders
1429,12626,4,iphone,74,Low,6,8,Low,0,0.00,0.00,NonSpenders
787,12627,4,android,73,Low,5,7,Low,0,0.00,0.00,NonSpenders
223,12628,4,android,83,Low,10,12,Medium,0,0.00,0.00,NonSpenders
253,12629,4,android,101,Medium,13,13,Medium,2,2.00,4.00,ThriftySpenders
65,12630,4,android,66,Low,10,15,Medium,1,1.00,1.00,ThriftySpenders
908,12631,4,mac,78,Low,5,6,Low,0,0.00,0.00,NonSpenders
1771,12632,4,iphone,72,Low,8,11,Medium,1,10.00,10.00,ThriftySpenders
358,12633,4,android,80,Low,10,13,Medium,3,2.67,8.01,ThriftySpenders
487,12634,4,iphone,110,Medium,7,6,Low,0,0.00,0.00,NonSpenders
1191,12635,4,iphone,96,Low,11,11,Medium,0,0.00,0.00,NonSpenders
343,12636,4,windows,105,Medium,13,12,Medium,0,0.00,0.00,NonSpenders
751,12637,4,android,93,Low,7,8,Low,1,3.00,3.00,ThriftySpenders
706,12638,4,iphone,92,Low,13,14,Medium,0,0.00,0.00,NonSpenders
1304,12639,4,mac,116,Medium,17,15,Medium,0,0.00,0.00,NonSpenders
710,12640,4,android,100,Medium,9,9,Low,0,0.00,0.00,NonSpenders
595,12641,4,iphone,119,Medium,9,8,Low,0,0.00,0.00,NonSpenders
1457,12642,4,windows,127,Medium,13,10,Medium,2,1.00,2.00,ThriftySpenders
2248,12643,4,linux,103,Medium,9,9,Low,3,1.33,3.99,ThriftySpenders
1769,12644,4,iphone,340,Medium,43,13,Medium,1,10.00,10.00,ThriftySpenders
1821,12645,4,windows,354,Medium,39,11,Medium,0,0.00,0.00,NonSpenders
2048,12646,4,iphone,341,Medium,29,9,Low,0,0.00,0.00,NonSpenders
344,12647,4,iphone,110,Medium,11,10,Medium,0,0.00,0.00,NonSpenders
1928,12648,4,android,123,Medium,18,15,Medium,0,0.00,0.00,NonSpenders
2053,12649,4,android,107,Medium,13,12,Medium,0,0.00,0.00,NonSpenders
1214,12650,4,linux,112,Medium,10,9,Low,2,1.00,2.00,ThriftySpenders
2051,12651,4,iphone,101,Medium,19,19,Medium,0,0.00,0.00,NonSpenders
1628,12652,4,android,92,Low,8,9,Low,0,0.00,0.00,NonSpenders
2157,12653,4,android,107,Medium,9,8,Low,0,0.00,0.00,NonSpenders
1668,12654,4,android,97,Low,11,11,Medium,0,0.00,0.00,NonSpenders
365,12655,4,android,103,Medium,10,10,Medium,0,0.00,0.00,NonSpenders
1035,12656,4,android,115,Medium,19,17,Medium,0,0.00,0.00,NonSpenders
1404,12657,4,mac,112,Medium,14,13,Medium,2,6.00,12.00,ThriftySpenders
2382,12658,4,android,121,Medium,11,9,Low,0,0.00,0.00,NonSpenders
1430,12659,4,iphone,101,Medium,11,11,Medium,0,0.00,0.00,NonSpenders
2218,12660,4,android,108,Medium,7,6,Low,3,2.33,6.99,ThriftySpenders
244,12661,4,android,136,Medium,16,12,Medium,2,2.00,4.00,ThriftySpenders
1576,12662,4,android,117,Medium,13,11,Medium,0,0.00,0.00,NonSpenders
1412,12663,4,android,107,Medium,11,10,Medium,0,0.00,0.00,NonSpenders
1900,12664,4,windows,100,Medium,14,14,Medium,0,0.00,0.00,NonSpenders
309,12665,4,windows,107,Medium,15,14,Medium,0,0.00,0.00,NonSpenders
1387,12666,4,android,100,Medium,11,11,Medium,0,0.00,0.00,NonSpenders
1742,12667,4,android,86,Low,10,12,Medium,0,0.00,0.00,NonSpenders
2359,12668,4,iphone,114,Medium,14,12,Medium,1,10.00,10.00,ThriftySpenders
1501,12669,4,android,102,Medium,14,14,Medium,0,0.00,0.00,NonSpenders
81,12670,4,android,116,Medium,8,7,Low,0,0.00,0.00,NonSpenders
864,12671,4,android,110,Medium,17,15,Medium,2,2.00,4.00,ThriftySpenders
